Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
2165384345|WP_231869607.1|1|1|blaOXA-982|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-982	blaOXA-982	OXA-294 family class D beta-lactamase OXA-982	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_231869607.1	OXA-294 family class D beta-lactamase OXA-982	NF038386.1	OXA-294 family class D beta-lactamase
2165384346|WP_231869608.1|1|1|blaOXA-983|blaOXA-229_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-983	blaOXA-983	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-983	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	276	276	100.00	100.00	276	WP_231869608.1	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-983	NF000501.2	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase
2165384347|WP_231869609.1|1|1|blaOXA-984|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-984	blaOXA-984	OXA-294 family class D beta-lactamase OXA-984	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_231869609.1	OXA-294 family class D beta-lactamase OXA-984	NF038386.1	OXA-294 family class D beta-lactamase
2165384348|WP_231869610.1|1|1|blaOXA-985|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-985	blaOXA-985	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-985	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869610.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-985	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384349|WP_231869611.1|1|1|blaOXA-986|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-986	blaOXA-986	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-986	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869611.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-986	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384350|WP_231869612.1|1|1|blaOXA-987|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-987	blaOXA-987	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-987	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869612.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-987	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384351|WP_231869613.1|1|1|blaOXA-988|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-988	blaOXA-988	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-988	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869613.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-988	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384352|WP_231869614.1|1|1|blaOXA-989|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-989	blaOXA-989	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-989	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869614.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-989	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384353|WP_231869615.1|1|1|blaOXA-990|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-990	blaOXA-990	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-990	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869615.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-990	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384354|WP_231869616.1|1|1|blaOXA-991|blaOXA-134_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-991	blaOXA-991	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-991	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	276	276	100.00	100.00	276	WP_231869616.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-991	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
2165384355|WP_231869617.1|1|1|blaOXA-992|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-992	blaOXA-992	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-992	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869617.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-992	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384356|WP_231869618.1|1|1|blaOXA-993|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-993	blaOXA-993	OXA-294 family class D beta-lactamase OXA-993	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_231869618.1	OXA-294 family class D beta-lactamase OXA-993	NF038386.1	OXA-294 family class D beta-lactamase
2165384357|WP_231869619.1|1|1|blaOXA-994|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-994	blaOXA-994	OXA-294 family class D beta-lactamase OXA-994	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_231869619.1	OXA-294 family class D beta-lactamase OXA-994	NF038386.1	OXA-294 family class D beta-lactamase
2165384358|WP_231869620.1|1|1|blaOXA-995|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-995	blaOXA-995	OXA-294 family class D beta-lactamase OXA-995	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_231869620.1	OXA-294 family class D beta-lactamase OXA-995	NF038386.1	OXA-294 family class D beta-lactamase
2165384359|WP_231869621.1|1|1|blaOXA-996|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-996	blaOXA-996	OXA-294 family class D beta-lactamase OXA-996	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_231869621.1	OXA-294 family class D beta-lactamase OXA-996	NF038386.1	OXA-294 family class D beta-lactamase
2165384360|WP_231869622.1|1|1|blaOXA-997|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-997	blaOXA-997	OXA-294 family class D beta-lactamase OXA-997	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_231869622.1	OXA-294 family class D beta-lactamase OXA-997	NF038386.1	OXA-294 family class D beta-lactamase
2165384361|WP_231869623.1|1|1|blaOXA-998|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-998	blaOXA-998	OXA-294 family class D beta-lactamase OXA-998	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_231869623.1	OXA-294 family class D beta-lactamase OXA-998	NF038386.1	OXA-294 family class D beta-lactamase
2165384362|WP_231869624.1|1|1|blaOXA-999|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-999	blaOXA-999	class D beta-lactamase OXA-999	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	279	279	100.00	100.00	279	WP_231869624.1	class D beta-lactamase OXA-999	NF012161.0	class D beta-lactamase
2165384363|WP_231869625.1|1|1|blaOXA-1000|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1000	blaOXA-1000	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1000	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869625.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1000	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384364|WP_231869626.1|1|1|blaOXA-1002|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1002	blaOXA-1002	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1002	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869626.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1002	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384365|WP_231869627.1|1|1|blaOXA-1003|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1003	blaOXA-1003	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1003	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869627.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1003	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384366|WP_231869628.1|1|1|blaOXA-1004|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-1004	blaOXA-1004	OXA-294 family class D beta-lactamase OXA-1004	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	278	278	100.00	100.00	278	WP_231869628.1	OXA-294 family class D beta-lactamase OXA-1004	NF038386.1	OXA-294 family class D beta-lactamase
2165384367|WP_231869629.1|1|1|blaOXA-1006|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-1006	blaOXA-1006	class D beta-lactamase OXA-1006	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_231869629.1	class D beta-lactamase OXA-1006	NF012161.0	class D beta-lactamase
2165384368|WP_231869630.1|1|1|blaOXA-1007|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1007	blaOXA-1007	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1007	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869630.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1007	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384369|WP_231869631.1|1|1|blaOXA-1008|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1008	blaOXA-1008	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1008	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869631.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1008	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384370|WP_231869632.1|1|1|blaOXA-1009|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1009	blaOXA-1009	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1009	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869632.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1009	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384371|WP_231869633.1|1|1|blaOXA-1010|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1010	blaOXA-1010	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1010	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_231869633.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1010	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2165384381|WP_231869643.1|1|1|blaOXA-1038|blaOXA-48_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-48_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1038	blaOXA-1038	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-1038	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	265	265	100.00	100.00	265	WP_231869643.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-1038	NF000387.2	OXA-48 family class D beta-lactamase
2165384385|WP_231869647.1|1|1|blaOXA-1040|blaOXA-24_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-24_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1040	blaOXA-1040	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-1040	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	275	275	100.00	100.00	275	WP_231869647.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-1040	NF000434.2	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase
2165384387|WP_231869649.1|1|1|blaOXA-1041|blaOXA-427_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-427_family_class_D_beta-lactamase_OXA-1041	blaOXA-1041	OXA-427 family class D beta-lactamase OXA-1041	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	264	264	100.00	100.00	264	WP_231869649.1	OXA-427 family class D beta-lactamase OXA-1041	NF000270.1	class D beta-lactamase
2192377896|WP_237920325.1|1|1|blaOXA-1108|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-1108	blaOXA-1108	class D beta-lactamase OXA-1108	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	253	253	100.00	100.00	253	WP_237920325.1	class D beta-lactamase OXA-1108	NF012161.0	class D beta-lactamase
2201559185|WP_240067726.1|1|1|blaOXA-1044|blaOXA-211_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-211_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1044	blaOXA-1044	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-1044	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_240067726.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-1044	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
2201559186|WP_240067727.1|1|1|blaOXA-1046|blaOXA-10_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-10_family_class_D_beta-lactamase_OXA-1046	blaOXA-1046	OXA-10 family class D beta-lactamase OXA-1046	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_240067727.1	OXA-10 family class D beta-lactamase OXA-1046	NF000386.2	OXA-10 family class D beta-lactamase
2201559187|WP_240067728.1|1|1|blaOXA-1048|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1048	blaOXA-1048	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1048	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_240067728.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1048	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2201559188|WP_240067729.1|1|1|blaOXA-1049|blaOXA-2_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-2_family_class_D_beta-lactamase_OXA-1049	blaOXA-1049	OXA-2 family class D beta-lactamase OXA-1049	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_240067729.1	OXA-2 family class D beta-lactamase OXA-1049	NF000267.2	OXA-2 family class D beta-lactamase
2201559189|WP_240067730.1|1|1|blaOXA-1050|blaOXA-213_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1050	blaOXA-1050	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1050	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_240067730.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1050	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
2201559190|WP_240067731.1|1|1|blaOXA-1051|blaOXA-679_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-679_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1051	blaOXA-1051	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-1051	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	276	276	100.00	100.00	276	WP_240067731.1	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-1051	NF038333.1	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase
2201559191|WP_240067732.1|1|1|blaOXA-1053|blaOXA-10_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-10_family_class_D_beta-lactamase_OXA-1053	blaOXA-1053	OXA-10 family class D beta-lactamase OXA-1053	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_240067732.1	OXA-10 family class D beta-lactamase OXA-1053	NF000386.2	OXA-10 family class D beta-lactamase
2201559192|WP_240067733.1|1|1|blaOXA-1055|blaOXA-48_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-48_family_class_D_beta-lactamase_OXA-1055	blaOXA-1055	OXA-48 family class D beta-lactamase OXA-1055	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	263	263	100.00	100.00	263	WP_240067733.1	OXA-48 family class D beta-lactamase OXA-1055	NF000387.2	OXA-48 family class D beta-lactamase
2201559193|WP_240067734.1|1|1|blaOXA-1056|blaOXA-198_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-198_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1056	blaOXA-1056	OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1056	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	258	258	100.00	100.00	258	WP_240067734.1	OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1056	NF040806.1	OXA-198 family carbapenem-hydrolyzing class D beta-lactamase
2201559194|WP_240067735.1|1|1|blaOXA-1057|blaOXA-198_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-198_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1057	blaOXA-1057	OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1057	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	258	258	100.00	100.00	258	WP_240067735.1	OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1057	NF040806.1	OXA-198 family carbapenem-hydrolyzing class D beta-lactamase
2214661640|WP_242934079.1|1|1|blaOXA-1058|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1058	blaOXA-1058	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1058	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934079.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1058	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661641|WP_242934080.1|1|1|blaOXA-1059|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1059	blaOXA-1059	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1059	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934080.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1059	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661642|WP_242934081.1|1|1|blaOXA-1060|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1060	blaOXA-1060	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1060	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934081.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1060	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661643|WP_242934082.1|1|1|blaOXA-1061|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1061	blaOXA-1061	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1061	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934082.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1061	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661644|WP_242934083.1|1|1|blaOXA-1062|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1062	blaOXA-1062	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1062	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934083.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1062	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661645|WP_242934084.1|1|1|blaOXA-1063|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1063	blaOXA-1063	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1063	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934084.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1063	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661646|WP_242934085.1|1|1|blaOXA-1064|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1064	blaOXA-1064	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1064	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934085.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1064	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661647|WP_242934086.1|1|1|blaOXA-1065|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1065	blaOXA-1065	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1065	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934086.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1065	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661648|WP_242934087.1|1|1|blaOXA-1066|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1066	blaOXA-1066	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1066	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934087.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1066	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661649|WP_242934088.1|1|1|blaOXA-1067|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1067	blaOXA-1067	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1067	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934088.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1067	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
2214661650|WP_242934089.1|1|1|blaOXA-1068|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1068	blaOXA-1068	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1068	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_242934089.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1068	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
