Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gb|WP_024916334.1|ARO:3006090|OXA-902	blaOXA-902	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-902	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	263	263	100.00	100.00	263	WP_024916334.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-902	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
gb|WP_025006557.1|ARO:3005801|OXA-580	blaOXA-580	OXA-61 family class D beta-lactamase OXA-580	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_025006557.1	OXA-61 family class D beta-lactamase OXA-580	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_026382828.1|ARO:3005709|OXA-114i	blaOXA-114i	class D beta-lactamase OXA-114i	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_026382828.1	class D beta-lactamase OXA-114i	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_026444036.1|ARO:3006015|OXA-816	blaOXA-816	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-816	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_026444036.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-816	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_031691948.1|ARO:3006100|OXA-913	blaOXA-913	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-913	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_031691948.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-913	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
gb|WP_031694184.1|ARO:3006095|OXA-908	blaOXA-908	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-908	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_031694184.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-908	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
gb|WP_031757092.1|ARO:3006089|OXA-901	blaOXA-901	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-901	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_031757092.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-901	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
gb|WP_031998610.1|ARO:3005923|OXA-716	blaOXA-716	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-716	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_031998610.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-716	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_032003497.1|ARO:3005732|OXA-502	blaOXA-502	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-502	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_032003497.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-502	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_032007272.1|ARO:3005736|OXA-506	blaOXA-506	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_032007272.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_032018141.1|ARO:3005924|OXA-717	blaOXA-717	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-717	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_032018141.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-717	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_032053762.1|ARO:3006017|OXA-819	blaOXA-819	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-819	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_032053762.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-819	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_032057042.1|ARO:3006018|OXA-820	blaOXA-820	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-820	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_032057042.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-820	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_032061328.1|ARO:3006047|OXA-855	blaOXA-855	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-855	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_032061328.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-855	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_032865068.1|ARO:3001742|OXA-287	blaOXA-287	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-287	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	278	278	100.00	100.00	278	WP_032865068.1	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-287	NF000520.2	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_032877719.1|ARO:3001748|OXA-293	blaOXA-293	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-293	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	278	278	100.00	100.00	278	WP_032877719.1	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-293	NF000520.2	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_032879257.1|ARO:3001762|OXA-307	blaOXA-307	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-307	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	278	278	100.00	100.00	278	WP_032879257.1	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-307	NF000520.2	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_034081711.1|ARO:3006117|OXA-937	blaOXA-937	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-937	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	262	262	100.00	100.00	262	WP_034081711.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-937	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase
gb|WP_038350216.1|ARO:3001496|OXA-234	blaOXA-234	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-234	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_038350216.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-234	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_039902635.1|ARO:3005339|OXA-646	blaOXA-646	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-646	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	279	279	100.00	100.00	279	WP_039902635.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-646	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_040068451.1|ARO:3006099|OXA-912	blaOXA-912	OXA-12 family class D beta-lactamase OXA-912	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	264	264	100.00	100.00	264	WP_040068451.1	OXA-12 family class D beta-lactamase OXA-912	NF033702.0	OXA-12 family class D beta-lactamase
gb|WP_044600959.1|ARO:3005815|OXA-594	blaOXA-594	OXA-61 family class D beta-lactamase OXA-594	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_044600959.1	OXA-61 family class D beta-lactamase OXA-594	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_044779552.1|ARO:3005859|OXA-638	blaOXA-638	OXA-184 family class D beta-lactamase OXA-638	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	249	249	100.00	100.00	249	WP_044779552.1	OXA-184 family class D beta-lactamase OXA-638	NF000461.2	OXA-184 family class D beta-lactamase
gb|WP_047480628.1|ARO:3006112|OXA-927	blaOXA-927	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-927	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_047480628.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-927	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_049058560.1|ARO:3005705|OXA-114e	blaOXA-114e	class D beta-lactamase OXA-114e	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_049058560.1	class D beta-lactamase OXA-114e	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_049637206.1|ARO:3005983|OXA-780	blaOXA-780	class D beta-lactamase OXA-780	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	264	264	100.00	100.00	264	WP_049637206.1	class D beta-lactamase OXA-780	NF000270.1	class D beta-lactamase
gb|WP_052781249.1|ARO:3005804|OXA-583	blaOXA-583	OXA-61 family class D beta-lactamase OXA-583	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_052781249.1	OXA-61 family class D beta-lactamase OXA-583	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_052788483.1|ARO:3005832|OXA-611	blaOXA-611	OXA-61 family class D beta-lactamase OXA-611	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_052788483.1	OXA-61 family class D beta-lactamase OXA-611	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_052788887.1|ARO:3005802|OXA-581	blaOXA-581	OXA-61 family class D beta-lactamase OXA-581	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_052788887.1	OXA-61 family class D beta-lactamase OXA-581	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_052794776.1|ARO:3005846|OXA-625	blaOXA-625	OXA-184 family class D beta-lactamase OXA-625	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	248	248	100.00	100.00	248	WP_052794776.1	OXA-184 family class D beta-lactamase OXA-625	NF000461.2	OXA-184 family class D beta-lactamase
gb|WP_052798312.1|ARO:3005830|OXA-609	blaOXA-609	OXA-61 family class D beta-lactamase OXA-609	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_052798312.1	OXA-61 family class D beta-lactamase OXA-609	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_052800105.1|ARO:3005818|OXA-597	blaOXA-597	OXA-61 family class D beta-lactamase OXA-597	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_052800105.1	OXA-61 family class D beta-lactamase OXA-597	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_052803794.1|ARO:3005822|OXA-601	blaOXA-601	OXA-61 family class D beta-lactamase OXA-601	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	253	253	100.00	100.00	253	WP_052803794.1	OXA-61 family class D beta-lactamase OXA-601	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_052858477.1|ARO:3005858|OXA-637	blaOXA-637	OXA-184 family class D beta-lactamase OXA-637	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	249	249	100.00	100.00	249	WP_052858477.1	OXA-184 family class D beta-lactamase OXA-637	NF000461.2	OXA-184 family class D beta-lactamase
gb|WP_053498400.1|ARO:3005708|OXA-114h	blaOXA-114h	class D beta-lactamase OXA-114h	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_053498400.1	class D beta-lactamase OXA-114h	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_053872444.1|ARO:3005860|OXA-639	blaOXA-639	OXA-184 family class D beta-lactamase OXA-639	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	249	249	100.00	100.00	249	WP_053872444.1	OXA-184 family class D beta-lactamase OXA-639	NF000461.2	OXA-184 family class D beta-lactamase
gb|WP_053921012.1|ARO:3005824|OXA-603	blaOXA-603	OXA-61 family class D beta-lactamase OXA-603	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	253	253	100.00	100.00	253	WP_053921012.1	OXA-61 family class D beta-lactamase OXA-603	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_054437016.1|ARO:3005710|OXA-114j	blaOXA-114j	class D beta-lactamase OXA-114j	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054437016.1	class D beta-lactamase OXA-114j	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_054448427.1|ARO:3005703|OXA-114c	blaOXA-114c	class D beta-lactamase OXA-114c	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054448427.1	class D beta-lactamase OXA-114c	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_054471662.1|ARO:3005713|OXA-114m	blaOXA-114m	class D beta-lactamase OXA-114m	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054471662.1	class D beta-lactamase OXA-114m	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_054500785.1|ARO:3005992|OXA-789	blaOXA-789	OXA-364 family class D beta-lactamase OXA-789	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054500785.1	OXA-364 family class D beta-lactamase OXA-789	NF033815.0	OXA-364 family class D beta-lactamase
gb|WP_054517040.1|ARO:3005712|OXA-114l	blaOXA-114l	class D beta-lactamase OXA-114l	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054517040.1	class D beta-lactamase OXA-114l	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_056517622.1|ARO:3005880|OXA-669	blaOXA-669	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-669	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	279	279	100.00	100.00	279	WP_056517622.1	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-669	NF033648.1	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_057036510.1|ARO:3005850|OXA-629	blaOXA-629	OXA-184 family class D beta-lactamase OXA-629	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	248	248	100.00	100.00	248	WP_057036510.1	OXA-184 family class D beta-lactamase OXA-629	NF000461.2	OXA-184 family class D beta-lactamase
gb|WP_057061999.1|ARO:3006019|OXA-821	blaOXA-821	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-821	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	273	273	100.00	100.00	273	WP_057061999.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-821	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_058061931.1|ARO:3005728|OXA-497	blaOXA-497	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-497	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_058061931.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-497	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_058870660.1|ARO:3005867|OXA-651	blaOXA-651	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-651	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_058870660.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-651	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_058951457.1|ARO:3005868|OXA-652	blaOXA-652	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_058951457.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063454569.1|ARO:3005729|OXA-498	blaOXA-498	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-498	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063454569.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-498	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063860980.1|ARO:3005704|OXA-114d	blaOXA-114d	class D beta-lactamase OXA-114d	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063860980.1	class D beta-lactamase OXA-114d	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_063861000.1|ARO:3005707|OXA-114g	blaOXA-114g	class D beta-lactamase OXA-114g	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063861000.1	class D beta-lactamase OXA-114g	NF033818.0	OXA-114 family class D beta-lactamase
gb|WP_063861087.1|ARO:3001464|OXA-159	blaOXA-159	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-159	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	283	283	100.00	100.00	283	WP_063861087.1	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-159	NF000430.2	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063862927.1|ARO:3003121|OXA-430	blaOXA-430	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-430	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063862927.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-430	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063864112.1|ARO:3005343|OXA-499	blaOXA-499	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-499	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	275	275	100.00	100.00	275	WP_063864112.1	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-499	NF000464.2	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063864113.1|ARO:3005731|OXA-501	blaOXA-501	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-501	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063864113.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-501	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063864114.1|ARO:3005733|OXA-503	blaOXA-503	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-503	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063864114.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-503	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063864115.1|ARO:3005734|OXA-504	blaOXA-504	class D beta-lactamase OXA-504	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	264	264	100.00	100.00	264	WP_063864115.1	class D beta-lactamase OXA-504	NF000270.1	class D beta-lactamase
gb|WP_063864118.1|ARO:3005735|OXA-505	blaOXA-505	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-505	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	265	265	100.00	100.00	265	WP_063864118.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-505	NF000387.2	OXA-48 family class D beta-lactamase
gb|WP_063864138.1|ARO:3005737|OXA-507	blaOXA-507	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-507	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063864138.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-507	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063864150.1|ARO:3005738|OXA-508	blaOXA-508	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-508	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063864150.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-508	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063864158.1|ARO:3005739|OXA-509	blaOXA-509	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-509	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063864158.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-509	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063864184.1|ARO:3005742|OXA-512	blaOXA-512	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-512	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	280	280	100.00	100.00	280	WP_063864184.1	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-512	NF000500.2	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063864194.1|ARO:3005743|OXA-513	blaOXA-513	OXA-364 family class D beta-lactamase OXA-513	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063864194.1	OXA-364 family class D beta-lactamase OXA-513	NF033815.0	OXA-364 family class D beta-lactamase
gb|WP_063864208.1|ARO:3005746|OXA-516	blaOXA-516	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-516	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063864208.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-516	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_063864216.1|ARO:3005748|OXA-518	blaOXA-518	OXA-493 family class D beta-lactamase OXA-518	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	248	248	100.00	100.00	248	WP_063864216.1	OXA-493 family class D beta-lactamase OXA-518	NF000462.2	OXA-493 family class D beta-lactamase
gb|WP_064483990.1|ARO:3005335|OXA-496	blaOXA-496	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-496	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	279	279	100.00	100.00	279	WP_064483990.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-496	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_064808581.1|ARO:3005795|OXA-574	blaOXA-574	OXA-22 family class D beta-lactamase OXA-574	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	279	279	100.00	100.00	279	WP_064808581.1	OXA-22 family class D beta-lactamase OXA-574	NF033509.1	OXA-22 family class D beta-lactamase
gb|WP_064808881.1|ARO:3005325|OXA-573	blaOXA-573	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-573	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	271	271	100.00	100.00	271	WP_064808881.1	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase OXA-573	NF000395.3	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_065159014.1|ARO:3005750|OXA-520	blaOXA-520	OXA-10 family class D beta-lactamase OXA-520	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_065159014.1	OXA-10 family class D beta-lactamase OXA-520	NF000386.2	OXA-10 family class D beta-lactamase
gb|WP_065419572.1|ARO:3005751|OXA-521	blaOXA-521	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-521	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_065419572.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-521	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|WP_065980086.1|ARO:3005987|OXA-784	blaOXA-784	OXA-61 family class D beta-lactamase OXA-784	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	257	257	100.00	100.00	257	WP_065980086.1	OXA-61 family class D beta-lactamase OXA-784	NF000435.2	OXA-61 family class D beta-lactamase
gb|WP_068611377.1|ARO:3005763|OXA-533	blaOXA-533	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-533	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_068611377.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-533	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
