allele,gene_family,refseq_protein_accession,refseq_nucleotide_accession,genbank_protein_accession,genbank_nucleotide_accession,product_name,enhanced_subclass,fasta_header,acc
blaOXA-1080,blaOXA,WP_242934100.1,WP_242934100.1,ULU82629.1,OM617766.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1080,Carbapenemase (OXA-51 family),2214661661|WP_242934100.1|1|1|blaOXA-1080|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1080,WP_242934100.1
blaOXA-109,blaOXA,WP_001021794.1,WP_001021794.1,ABV31689.1,EF650035.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-109,Carbapenemase (OXA-51 family),gb|ABV31689.1|ARO:3001640|OXA-109 [Acinetobacter baumannii] ,ABV31689.1
blaOXA-1092,blaOXA,WP_242934106.1,WP_242934106.1,UMW71111.1,OL944013.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1092,Carbapenemase (OXA-51 family),2214661667|WP_242934106.1|1|1|blaOXA-1092|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1092,WP_242934106.1
blaOXA-1093,blaOXA,WP_242934107.1,WP_242934107.1,UMW71112.1,OL944014.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1093,Carbapenemase (OXA-51 family),2214661668|WP_242934107.1|1|1|blaOXA-1093|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1093,WP_242934107.1
blaOXA-1094,blaOXA,WP_242934108.1,WP_242934108.1,UNN26046.1,OM933710.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1094,Carbapenemase (OXA-51 family),2214661669|WP_242934108.1|1|1|blaOXA-1094|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1094,WP_242934108.1
blaOXA-1096,blaOXA,WP_242934110.1,WP_242934110.1,UNN26055.1,OM933719.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1096,Carbapenemase (OXA-51 family),2214661671|WP_242934110.1|1|1|blaOXA-1096|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1096,WP_242934110.1
blaOXA-1097,blaOXA,WP_242934111.1,WP_242934111.1,UNN26057.1,OM933721.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1097,Carbapenemase (OXA-51 family),2214661672|WP_242934111.1|1|1|blaOXA-1097|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1097,WP_242934111.1
blaOXA-1098,blaOXA,WP_242934112.1,WP_242934112.1,UNN26058.1,OM933722.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1098,Carbapenemase (OXA-51 family),2214661673|WP_242934112.1|1|1|blaOXA-1098|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1098,WP_242934112.1
blaOXA-110,blaOXA,WP_063860940.1,WP_063860940.1,ABV31690.1,EF650036.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-110,Carbapenemase (OXA-51 family),gb|ABV31690.1|ARO:3001641|OXA-110 [Acinetobacter baumannii] ,ABV31690.1
blaOXA-111,blaOXA,WP_049068184.1,WP_049068184.1,ABV31691.1,EF650037.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-111,Carbapenemase (OXA-51 family),gb|ABV31691.1|ARO:3001642|OXA-111 [Acinetobacter baumannii] ,ABV31691.1
blaOXA-1117,blaOXA,WP_249828065.1,WP_249828065.1,UOX08353.1,ON212676.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1117,Carbapenemase (OXA-51 family),2244222087|WP_249828065.1|1|1|blaOXA-1117|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1117,WP_249828065.1
blaOXA-1118,blaOXA,WP_249828066.1,WP_249828066.1,UOX08354.1,ON212677.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1118,Carbapenemase (OXA-51 family),2244222088|WP_249828066.1|1|1|blaOXA-1118|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1118,WP_249828066.1
blaOXA-112,blaOXA,WP_063860941.1,WP_063860941.1,ABV31692.1,EF650038.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-112,Carbapenemase (OXA-51 family),gb|ABV31692.1|ARO:3001643|OXA-112 [Acinetobacter baumannii] ,ABV31692.1
blaOXA-1121,blaOXA,WP_256875611.1,WP_256875611.1,UTS94210.1,ON651457.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1121,Carbapenemase (OXA-51 family),2282573675|WP_256875611.1|1|1|blaOXA-1121|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1121,WP_256875611.1
blaOXA-1122,blaOXA,WP_256875612.1,WP_256875612.1,UTS94211.1,ON651458.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1122,Carbapenemase (OXA-51 family),2282573676|WP_256875612.1|1|1|blaOXA-1122|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1122,WP_256875612.1
blaOXA-1123,blaOXA,WP_256875613.1,WP_256875613.1,UTS94212.1,ON651459.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1123,Carbapenemase (OXA-51 family),2282573677|WP_256875613.1|1|1|blaOXA-1123|blaOXA-51_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1123,WP_256875613.1
blaOXA-113,blaOXA,WP_001021786.1,WP_001021786.1,ABW70410.1,EF653400.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-113,Carbapenemase (OXA-51 family),gb|ABW70410.1|ARO:3001644|OXA-113 [Acinetobacter baumannii] ,ABW70410.1
blaOXA-115,blaOXA,WP_063861004.1,WP_063861004.1,ABS71123.1,EU029998.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-115,Carbapenemase (OXA-51 family),gb|ABS71123.1|ARO:3001440|OXA-115 [Acinetobacter baumannii] ,ABS71123.1
blaOXA-117,blaOXA,WP_002057397.1,WP_002057397.1,ACV49885.1,GQ423625.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-117,Carbapenemase (OXA-51 family),gb|ACV49885.1|ARO:3001442|OXA-117 [Acinetobacter baumannii] ,ACV49885.1
blaOXA-120,blaOXA,WP_004738885.1,WP_004738885.1,CCJ32595.1,HE963768.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-120,Carbapenemase (OXA-51 family),gb|CCJ32595.1|ARO:3001672|OXA-120 [Acinetobacter baumannii] ,CCJ32595.1
blaOXA-122,blaOXA,WP_063861030.1,WP_063861030.1,ABX45061.1,EU255291.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-122,Carbapenemase (OXA-51 family),gb|ABX45061.1|ARO:3001444|OXA-122 [Acinetobacter baumannii] ,ABX45061.1
blaOXA-123,blaOXA,WP_063861031.1,WP_063861031.1,ABX45062.1,EU255292.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-123,Carbapenemase (OXA-51 family),gb|ABX45062.1|ARO:3001445|OXA-123 [Acinetobacter baumannii] ,ABX45062.1
blaOXA-124,blaOXA,WP_063861032.1,WP_063861032.1,ABX45063.1,EU255293.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-124,Carbapenemase (OXA-51 family),gb|ABX45063.1|ARO:3001446|OXA-124 [Acinetobacter baumannii] ,ABX45063.1
blaOXA-125,blaOXA,WP_063861033.1,WP_063861033.1,ABX45064.1,EU255294.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-125,Carbapenemase (OXA-51 family),gb|ABX45064.1|ARO:3001447|OXA-125 [Acinetobacter baumannii] ,ABX45064.1
blaOXA-126,blaOXA,WP_002047441.1,WP_002047441.1,ABX45065.1,EU255295.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-126,Carbapenemase (OXA-51 family),gb|ABX45065.1|ARO:3001448|OXA-126 [Acinetobacter baumannii] ,ABX45065.1
blaOXA-127,blaOXA,WP_063861034.1,WP_063861034.1,ABX45066.1,EU255296.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-127,Carbapenemase (OXA-51 family),gb|ABX45066.1|ARO:3001449|OXA-127 [Acinetobacter baumannii] ,ABX45066.1
blaOXA-128,blaOXA,WP_005120067.1,WP_005120067.1,ABY77907.1,EU375515.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-128,Carbapenemase (OXA-51 family),gb|ABY77907.1|ARO:3001648|OXA-128 [Acinetobacter baumannii] ,ABY77907.1
blaOXA-130,blaOXA,WP_063861036.1,WP_063861036.1,ACD84988.1,EU547445.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-130,Carbapenemase (OXA-51 family),gb|ACD84988.1|ARO:3001651|OXA-130 [Acinetobacter baumannii] ,ACD84988.1
blaOXA-131,blaOXA,WP_063861037.1,WP_063861037.1,ACD84989.1,EU547446.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-131,Carbapenemase (OXA-51 family),gb|ACD84989.1|ARO:3001652|OXA-131 [Acinetobacter baumannii] ,ACD84989.1
blaOXA-132,blaOXA,WP_032030965.1,WP_032030965.1,ACD84990.1,EU547447.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-132,Carbapenemase (OXA-51 family),gb|ACD84990.1|ARO:3001653|OXA-132 [Acinetobacter baumannii] ,ACD84990.1
blaOXA-138,blaOXA,WP_063861039.1,WP_063861039.1,ACD45467.1,EU670845.2,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-138,Carbapenemase (OXA-51 family),gb|ACD45467.1|ARO:3001655|OXA-138 [Acinetobacter nosocomialis] ,ACD45467.1
blaOXA-144,blaOXA,WP_049581961.1,WP_049581961.1,ACY56711.1,FJ872530.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-144,Carbapenemase (OXA-51 family),gb|ACY56711.1|ARO:3002480|OXA-144 [Acinetobacter baumannii] ,ACY56711.1
blaOXA-148,blaOXA,WP_063861046.1,WP_063861046.1,ACX31140.1,GQ853679.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-148,Carbapenemase (OXA-51 family),gb|ACX31140.1|ARO:3001453|OXA-148 [Acinetobacter baumannii] ,ACX31140.1
blaOXA-149,blaOXA,WP_063861047.1,WP_063861047.1,ACX31141.1,GQ853680.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-149,Carbapenemase (OXA-51 family),gb|ACX31141.1|ARO:3001454|OXA-149 [Acinetobacter baumannii] ,ACX31141.1
blaOXA-150,blaOXA,WP_063861049.1,WP_063861049.1,ACX31142.1,GQ853681.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-150,Carbapenemase (OXA-51 family),gb|ACX31142.1|ARO:3001455|OXA-150 [Acinetobacter baumannii] ,ACX31142.1
blaOXA-172,blaOXA,WP_039099030.1,WP_039099030.1,ADI58616.1,HM113558.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-172,Carbapenemase (OXA-51 family),gb|ADI58616.1|ARO:3001656|OXA-172 [Acinetobacter baumannii] ,ADI58616.1
blaOXA-173,blaOXA,WP_063861179.1,WP_063861179.1,ADI58617.1,HM113559.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-173,Carbapenemase (OXA-51 family),gb|ADI58617.1|ARO:3001657|OXA-173 [Acinetobacter baumannii] ,ADI58617.1
blaOXA-174,blaOXA,WP_063861185.1,WP_063861185.1,ADI58618.1,HM113560.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-174,Carbapenemase (OXA-51 family),gb|ADI58618.1|ARO:3001658|OXA-174 [Acinetobacter baumannii] ,ADI58618.1
blaOXA-175,blaOXA,WP_063861191.1,WP_063861191.1,ADI58619.1,HM113561.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-175,Carbapenemase (OXA-51 family),gb|ADI58619.1|ARO:3001659|OXA-175 [Acinetobacter baumannii] ,ADI58619.1
blaOXA-176,blaOXA,WP_063861208.1,WP_063861208.1,ADI58620.1,HM113562.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-176,Carbapenemase (OXA-51 family),gb|ADI58620.1|ARO:3001660|OXA-176 [Acinetobacter baumannii] ,ADI58620.1
blaOXA-177,blaOXA,WP_063861213.1,WP_063861213.1,ADI58621.1,HM113563.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-177,Carbapenemase (OXA-51 family),gb|ADI58621.1|ARO:3001661|OXA-177 [Acinetobacter baumannii] ,ADI58621.1
blaOXA-178,blaOXA,WP_063861221.1,WP_063861221.1,ADI58622.1,HM113564.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-178,Carbapenemase (OXA-51 family),gb|ADI58622.1|ARO:3001472|OXA-178 [Acinetobacter baumannii] ,ADI58622.1
blaOXA-179,blaOXA,WP_063861229.1,WP_063861229.1,ADM26744.1,HM570035.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-179,Carbapenemase (OXA-51 family),gb|ADM26744.1|ARO:3001473|OXA-179 [Acinetobacter baumannii] ,ADM26744.1
blaOXA-180,blaOXA,WP_001021783.1,WP_001021783.1,ADM26745.1,HM570036.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-180,Carbapenemase (OXA-51 family),gb|ADM26745.1|ARO:3001474|OXA-180 [Acinetobacter baumannii] ,ADM26745.1
blaOXA-194,blaOXA,WP_063861475.1,WP_063861475.1,AEB98920.1,HQ425492.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-194,Carbapenemase (OXA-51 family),gb|AEB98920.1|ARO:3001479|OXA-194 [Acinetobacter nosocomialis] Partial,AEB98920.1
blaOXA-195,blaOXA,WP_063861482.1,WP_063861482.1,AEB98921.1,HQ425493.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-195,Carbapenemase (OXA-51 family),gb|AEB98921.1|ARO:3001480|OXA-195 [Acinetobacter nosocomialis] Partial,AEB98921.1
blaOXA-196,blaOXA,WP_063861486.1,WP_063861486.1,AEB98922.1,HQ425494.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-196,Carbapenemase (OXA-51 family),gb|AEB98922.1|ARO:3001481|OXA-196 [Acinetobacter nosocomialis] Partial,AEB98922.1
blaOXA-197,blaOXA,WP_063861490.1,WP_063861490.1,AEB98923.1,HQ425495.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-197,Carbapenemase (OXA-51 family),gb|AEB98923.1|ARO:3001482|OXA-197 [Acinetobacter nosocomialis] Partial,AEB98923.1
blaOXA-200,blaOXA,WP_063861547.1,WP_063861547.1,ADX07745.1,HQ734811.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-200,Carbapenemase (OXA-51 family),gb|ADX07745.1|ARO:3001665|OXA-200 [Acinetobacter baumannii] ,ADX07745.1
blaOXA-201,blaOXA,WP_063861553.1,WP_063861553.1,ADX07746.1,HQ734812.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-201,Carbapenemase (OXA-51 family),gb|ADX07746.1|ARO:3001666|OXA-201 [Acinetobacter baumannii] ,ADX07746.1
blaOXA-202,blaOXA,WP_063861560.1,WP_063861560.1,ADX07747.1,HQ734813.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-202,Carbapenemase (OXA-51 family),gb|ADX07747.1|ARO:3001667|OXA-202 [Acinetobacter baumannii] ,ADX07747.1
blaOXA-203,blaOXA,WP_063861567.1,WP_063861567.1,ADX07748.1,HQ998857.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-203,Carbapenemase (OXA-51 family),gb|ADX07748.1|ARO:3001664|OXA-203 [Acinetobacter baumannii] ,ADX07748.1
blaOXA-206,blaOXA,WP_063861592.1,WP_063861592.1,BAL15076.1,AB634250.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-206,Carbapenemase (OXA-51 family),gb|BAL15076.1|ARO:3001484|OXA-206 [Acinetobacter baumannii] ,BAL15076.1
blaOXA-208,blaOXA,WP_001021780.1,WP_001021780.1,CCA94644.1,FR853176.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-208,Carbapenemase (OXA-51 family),gb|CCA94644.1|ARO:3001486|OXA-208 [Acinetobacter baumannii] ,CCA94644.1
blaOXA-216,blaOXA,WP_063861733.1,WP_063861733.1,CCA94649.1,FR865168.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-216,Carbapenemase (OXA-51 family),gb|CCA94649.1|ARO:3001488|OXA-216 [Acinetobacter baumannii] ,CCA94649.1
blaOXA-217,blaOXA,WP_031978611.1,WP_031978611.1,AEO44980.1,JN603240.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-217,Carbapenemase (OXA-51 family),gb|AEO44980.1|ARO:3001489|OXA-217 [Acinetobacter baumannii] ,AEO44980.1
blaOXA-219,blaOXA,WP_063861765.1,WP_063861765.1,AEL17179.1,JN215211.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-219,Carbapenemase (OXA-51 family),gb|AEL17179.1|ARO:3001668|OXA-219 [Acinetobacter baumannii] ,AEL17179.1
blaOXA-223,blaOXA,WP_001022758.1,WP_001022758.1,AEL88491.1,JN248564.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-223,Carbapenemase (OXA-51 family),gb|AEL88491.1|ARO:3001669|OXA-223 [Acinetobacter baumannii] ,AEL88491.1
blaOXA-234,blaOXA,WP_038350216.1,WP_038350216.1,,JSCO01000073.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-234,Carbapenemase (OXA-51 family),gb|WP_038350216.1|ARO:3001496|OXA-234 [Acinetobacter baumannii] ,WP_038350216.1
blaOXA-241,blaOXA,WP_057066208.1,WP_057066208.1,AFO55201.1,JX025021.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-241,Carbapenemase (OXA-51 family),gb|AFO55201.1|ARO:3001679|OXA-241 [Acinetobacter baumannii] ,AFO55201.1
blaOXA-242,blaOXA,WP_001022756.1,WP_001022756.1,AFO55202.1,JX025022.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-242,Carbapenemase (OXA-51 family),gb|AFO55202.1|ARO:3001680|OXA-242 [Acinetobacter baumannii] ,AFO55202.1
blaOXA-248,blaOXA,WP_063862402.1,WP_063862402.1,CCJ32596.1,HE963769.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-248,Carbapenemase (OXA-51 family),gb|CCJ32596.1|ARO:3001673|OXA-248 [Acinetobacter baumannii] ,CCJ32596.1
blaOXA-249,blaOXA,WP_063862408.1,WP_063862408.1,CCJ32597.1,HE963770.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-249,Carbapenemase (OXA-51 family),gb|CCJ32597.1|ARO:3001674|OXA-249 [Acinetobacter baumannii] ,CCJ32597.1
blaOXA-250,blaOXA,WP_063862420.1,WP_063862420.1,CCJ32598.1,HE963771.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-250,Carbapenemase (OXA-51 family),gb|CCJ32598.1|ARO:3001675|OXA-250 [Acinetobacter baumannii] ,CCJ32598.1
blaOXA-254,blaOXA,WP_033841866.1,WP_033841866.1,BAN10684.1,AB781687.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-254,Carbapenemase (OXA-51 family),gb|BAN10684.1|ARO:3001682|OXA-254 [Acinetobacter baumannii] ,BAN10684.1
blaOXA-260,blaOXA,WP_004715243.1,WP_004715243.1,ENU54757.1,APOR01000009.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-260,Carbapenemase (OXA-51 family),gb|ENU54757.1|ARO:3001716|OXA-260 [Acinetobacter baumannii NIPH 1362] ,ENU54757.1
blaOXA-261,blaOXA,WP_005111033.1,WP_005111033.1,ENW35072.1,APQV01000009.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-261,Carbapenemase (OXA-51 family),gb|ENW35072.1|ARO:3001717|OXA-261 [Acinetobacter baumannii NIPH 201] ,ENW35072.1
blaOXA-262,blaOXA,WP_005132156.1,WP_005132156.1,ENW50687.1,APRA01000005.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-262,Carbapenemase (OXA-51 family),gb|ENW50687.1|ARO:3001718|OXA-262 [Acinetobacter baumannii NIPH 67] ,ENW50687.1
blaOXA-263,blaOXA,WP_002133528.1,WP_002133528.1,ENW43915.1,APQY01000006.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-263,Carbapenemase (OXA-51 family),gb|ENW43915.1|ARO:3001719|OXA-263 [Acinetobacter baumannii NIPH 329] ,ENW43915.1
blaOXA-312,blaOXA,WP_001021787.1,WP_001021787.1,AGU69250.1,KF057029.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-312,Carbapenemase (OXA-51 family),gb|AGU69250.1|ARO:3001683|OXA-312 [Acinetobacter baumannii] ,AGU69250.1
blaOXA-313,blaOXA,WP_063862598.1,WP_063862598.1,AGU69251.1,KF057030.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-313,Carbapenemase (OXA-51 family),gb|AGU69251.1|ARO:3001684|OXA-313 [Acinetobacter baumannii] ,AGU69251.1
blaOXA-314,blaOXA,WP_031976872.1,WP_031976872.1,AGU69252.1,KF057031.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-314,Carbapenemase (OXA-51 family),gb|AGU69252.1|ARO:3001685|OXA-314 [Acinetobacter baumannii] ,AGU69252.1
blaOXA-315,blaOXA,WP_063862603.1,WP_063862603.1,AGU69253.1,KF057032.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-315,Carbapenemase (OXA-51 family),gb|AGU69253.1|ARO:3001686|OXA-315 [Acinetobacter baumannii] ,AGU69253.1
blaOXA-316,blaOXA,WP_063862605.1,WP_063862605.1,AGU69254.1,KF057033.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-316,Carbapenemase (OXA-51 family),gb|AGU69254.1|ARO:3001687|OXA-316 [Acinetobacter baumannii] ,AGU69254.1
blaOXA-317,blaOXA,WP_001021778.1,WP_001021778.1,AGU69255.1,KF057034.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-317,Carbapenemase (OXA-51 family),gb|AGU69255.1|ARO:3001688|OXA-317 [Acinetobacter baumannii] ,AGU69255.1
blaOXA-336,blaOXA,WP_063862707.1,WP_063862707.1,AHN07452.1,KF048907.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-336,Carbapenemase (OXA-51 family),gb|AHN07452.1|ARO:3001524|OXA-336 [Acinetobacter baumannii] ,AHN07452.1
blaOXA-338,blaOXA,WP_063862710.1,WP_063862710.1,AHN07454.1,KF048909.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-338,Carbapenemase (OXA-51 family),gb|AHN07454.1|ARO:3001526|OXA-338 [Acinetobacter baumannii] ,AHN07454.1
blaOXA-339,blaOXA,WP_063862711.1,WP_063862711.1,AHN07456.1,KF048911.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-339,Carbapenemase (OXA-51 family),gb|AHN07456.1|ARO:3001527|OXA-339 [Acinetobacter baumannii] ,AHN07456.1
blaOXA-341,blaOXA,WP_063862712.1,WP_063862712.1,AHN07458.1,KF048913.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-341,Carbapenemase (OXA-51 family),gb|AHN07458.1|ARO:3001529|OXA-341 [Acinetobacter baumannii] ,AHN07458.1
blaOXA-342,blaOXA,WP_063862713.1,WP_063862713.1,AHN07460.1,KF048915.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-342,Carbapenemase (OXA-51 family),gb|AHN07460.1|ARO:3001530|OXA-342 [Acinetobacter baumannii] ,AHN07460.1
blaOXA-344,blaOXA,WP_063862715.1,WP_063862715.1,AHN07462.1,KF048917.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-344,Carbapenemase (OXA-51 family),gb|AHN07462.1|ARO:3001532|OXA-344 [Acinetobacter baumannii] ,AHN07462.1
blaOXA-345,blaOXA,WP_063862716.1,WP_063862716.1,AHN07463.1,KF048918.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-345,Carbapenemase (OXA-51 family),gb|AHN07463.1|ARO:3001533|OXA-345 [Acinetobacter baumannii] ,AHN07463.1
blaOXA-346,blaOXA,WP_063862717.1,WP_063862717.1,AHN07464.1,KF048919.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-346,Carbapenemase (OXA-51 family),gb|AHN07464.1|ARO:3001534|OXA-346 [Acinetobacter baumannii] ,AHN07464.1
blaOXA-365,blaOXA,WP_063862735.1,WP_063862735.1,AHI63011.1,KF885217.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-365,Carbapenemase (OXA-51 family),gb|AHI63011.1|ARO:3001552|OXA-365 [Acinetobacter baumannii] ,AHI63011.1
blaOXA-371,blaOXA,WP_063862738.1,WP_063862738.1,BAO09635.1,AB871653.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-371,Carbapenemase (OXA-51 family),gb|BAO09635.1|ARO:3001557|OXA-371 [Acinetobacter baumannii] ,BAO09635.1
blaOXA-374,blaOXA,WP_032051604.1,WP_032051604.1,AHL30274.1,KF986255.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-374,Carbapenemase (OXA-51 family),gb|AHL30274.1|ARO:3001560|OXA-374 [Acinetobacter baumannii] ,AHL30274.1
blaOXA-375,blaOXA,WP_063862741.1,WP_063862741.1,AHL30275.1,KF986256.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-375,Carbapenemase (OXA-51 family),gb|AHL30275.1|ARO:3001561|OXA-375 [Acinetobacter baumannii] ,AHL30275.1
blaOXA-376,blaOXA,WP_063862742.1,WP_063862742.1,AHL30276.1,KF986257.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-376,Carbapenemase (OXA-51 family),gb|AHL30276.1|ARO:3001562|OXA-376 [Acinetobacter baumannii] ,AHL30276.1
blaOXA-377,blaOXA,WP_063862743.1,WP_063862743.1,AHL30277.1,KF986258.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-377,Carbapenemase (OXA-51 family),gb|AHL30277.1|ARO:3001563|OXA-377 [Acinetobacter baumannii] ,AHL30277.1
