ID,Combined_AMR,RGI,AMRFinder,ncbi,subfamily,family,family__color,ncbi_family,card_family,Combined_drug_class,ncbi_drug_class,RGI_drug_class,AMRFinder_drug_class
AIS39034.1,OXA-401,OXA-401,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AIS39035.1,OXA-402,OXA-402,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AIM47095.1,OXA-403,OXA-403,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AIM47096.1,OXA-404,OXA-404,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJD07402.1,OXA-406,OXA-406,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJD07403.1,OXA-407,OXA-407,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJD07404.1,OXA-408,OXA-408,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJD07405.1,OXA-409,OXA-409,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJD07406.1,OXA-411,OXA-411,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJD07407.1,OXA-412,OXA-412,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJD07408.1,OXA-413,OXA-413,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJD07401.1,OXA-414,OXA-414,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJA32742.1,OXA-424,OXA-424,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJA32743.1,OXA-425,OXA-425,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJA32744.1,OXA-426,OXA-426,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJG01375.1,OXA-429,OXA-429,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJG01377.1,OXA-431,OXA-431,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJG01378.1,OXA-432,OXA-432,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AJG01379.1,OXA-433,OXA-433,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AFZ84684.1,OXA-441,OXA-441,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKU37610.1,OXA-442,OXA-442,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ALL53530.1,OXA-480,OXA-480,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CAC83905.2,OXA-51,OXA-51,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/monobactam/penam,,carbapenem/cephalosporin/monobactam/penam,
AAW81336.1,OXA-64,OXA-64,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAW81337.1,OXA-65,OXA-65,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABK34774.1,OXA-66,OXA-66,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABF50983.1,OXA-67,OXA-67,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAW81339.1,OXA-68,OXA-68,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CAM86994.1,OXA-69,OXA-69,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAW81341.1,OXA-70,OXA-70,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAW81342.1,OXA-71,OXA-71,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAX51234.1,OXA-76,OXA-76,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAX51233.1,OXA-77,OXA-77,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAW81358.1,OXA-78,OXA-78,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV71246.1,OXA-79,OXA-79,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV71247.1,OXA-80,OXA-80,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABV71248.1,OXA-82,OXA-82,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABC26007.1,OXA-83,OXA-83,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABC26006.1,OXA-84,OXA-84,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAZ78361.1,OXA-86,OXA-86,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABC84263.1,OXA-87,OXA-87,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABD48715.1,OXA-88,OXA-88,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABE03012.1,OXA-89,OXA-89,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CAJ77809.1,OXA-90,OXA-90,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABF47914.1,OXA-91,OXA-91,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABC61637.1,OXA-92,OXA-92,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABF47916.1,OXA-93,OXA-93,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABF47917.1,OXA-94,OXA-94,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABF47918.1,OXA-95,OXA-95,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CAK50801.1,OXA-98,OXA-98,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABI53716.1,OXA-99,OXA-99,,,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#ffb3d1,,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_219860726.1,OXA-1013,,,blaOXA-1013,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1013,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_240067728.1,OXA-1048,,,blaOXA-1048,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1048,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934079.1,OXA-1058,,,blaOXA-1058,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1058,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934080.1,OXA-1059,,,blaOXA-1059,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1059,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934081.1,OXA-1060,,,blaOXA-1060,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1060,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934082.1,OXA-1061,,,blaOXA-1061,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1061,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934083.1,OXA-1062,,,blaOXA-1062,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1062,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934084.1,OXA-1063,,,blaOXA-1063,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1063,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934085.1,OXA-1064,,,blaOXA-1064,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1064,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934086.1,OXA-1065,,,blaOXA-1065,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1065,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934087.1,OXA-1066,,,blaOXA-1066,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1066,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934088.1,OXA-1067,,,blaOXA-1067,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1067,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934089.1,OXA-1068,,,blaOXA-1068,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1068,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934090.1,OXA-1069,,,blaOXA-1069,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1069,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934091.1,OXA-1070,,,blaOXA-1070,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1070,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934092.1,OXA-1071,,,blaOXA-1071,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1071,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934093.1,OXA-1072,,,blaOXA-1072,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1072,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934094.1,OXA-1073,,,blaOXA-1073,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1073,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934095.1,OXA-1074,,,blaOXA-1074,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1074,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934096.1,OXA-1075,,,blaOXA-1075,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1075,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934097.1,OXA-1077,,,blaOXA-1077,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1077,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934098.1,OXA-1078,,,blaOXA-1078,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1078,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934099.1,OXA-1079,,,blaOXA-1079,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1079,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934100.1,OXA-1080,,,blaOXA-1080,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1080,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934106.1,OXA-1092,,,blaOXA-1092,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1092,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934107.1,OXA-1093,,,blaOXA-1093,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1093,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934108.1,OXA-1094,,,blaOXA-1094,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1094,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934110.1,OXA-1096,,,blaOXA-1096,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1096,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934111.1,OXA-1097,,,blaOXA-1097,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1097,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_242934112.1,OXA-1098,,,blaOXA-1098,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1098,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_249828065.1,OXA-1117,,,blaOXA-1117,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1117,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_249828066.1,OXA-1118,,,blaOXA-1118,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1118,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
WP_256875611.1,OXA-1121,,,blaOXA-1121,Carbapenemase (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1121,#ffb3d1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase (OXA-51 family),Carbapenemase (OXA-51 family),,
